"","secu","pond","region","nom_region","zona_u_r","gse","encuesta","encuesta_a","encuesta_m","estrato","id_bu_encuesta","id_bu","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_fo","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gf","eval_act_pol_1_dh","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_go","eval_act_pol_1_en","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_gr","eval_act_pol_1_gs","eval_act_pol_1_em","eval_act_pol_1_ff","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_8_a","interes_pol_1_b","democracia_21","democracia_20","pobreza_62","pobreza_63","democracia_19","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_23_a","constitucion_23_b","constitucion_26_a","constitucion_26_b","constitucion_29","constitucion_29_2","constitucion_3","iden_nacional_5_a","iden_nacional_6_b","internacional_20","internacional_21","salud_5_b","salud_83","salud_84","pensiones_4","pensiones_4_a","pensiones_4_b","pensiones_5","educacion_110","educacion_98","educacion_95","educacion_112","educacion_112_a","educacion_112_b","educacion_112_c","educacion_112_d","ciudadania_29_a","ciudadania_29_b","ciudadania_29_c","ciudadania_29_d","ciudadania_29_e","ciudadania_30_a","ciudadania_30_b","ciudadania_30_d","ciudadania_31","polarizacion_1_a","polarizacion_1_b","polarizacion_2_a","polarizacion_2_b","polarizacion_3_a","polarizacion_3_b","polarizacion_4","polarizacion_5","polarizacion_4_orden","polarizacion_5_orden","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","info_hogar_33","info_enc_64","religion_82","religion_2","constitucion_4_a","constitucion_4_b","constitucion_4_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","interes_pol_2_a","interes_pol_2_h","interes_pol_2_c","interes_pol_2_d","interes_pol_2_e","iden_pol_3","iden_pol_3_a","religion_14","info_enc_58","info_enc_30","info_hogar_34_a","info_hogar_34_b","info_hogar_34_c","info_hogar_1","info_hogar_35_a","info_hogar_35_b","info_hogar_35_c","info_hogar_35_d","info_hogar_35_e","info_hogar_35_f","info_hogar_35_g"
"645",268,0.59607022,"5","VALPARAÍSO",2,3,88,2022,11,7,645,"645-88",10,5,9,2,2,3,3,4,2,2,1,5,4,3,6,6,3,6,6,6,6,3,6,6,6,3,2,6,6,6,6,2,3,2,3,2,3,3,3,3,4,1,2,3,4,3,3,2,3,3,5,3,4,5,5,5,1,1,NA,12,2,NA,NA,2,2,1,1,1,2,1,3,1,1,1,10,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,3,5,5,5,5,5,5,5,5,1,2,2,42,2,4,3,2,8,9,NA,99,99,99,NA,99,1,99,NA,1,9,NA,9,9,9,9,9,99,99,99,9,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",268,0.63094033,"5","VALPARAÍSO",2,4,88,2022,11,7,646,"646-88",12,3,10,2,3,1,4,4,3,2,2,5,1,3,6,5,2,2,2,5,6,6,4,6,4,4,6,6,6,4,2,3,4,3,4,2,2,3,2,4,4,2,4,3,4,3,2,2,2,4,5,3,3,8,6,10,1,8,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,1,2,1,1,10,0,1,1,1,1,88,NA,NA,NA,NA,3,5,5,5,5,5,2,2,3,5,5,5,5,88,88,5,5,1,2,1,68,2,2,3,1,NA,NA,7,1,8,2,NA,3,2,NA,66,2,NA,3,3,3,3,3,3,15,15,2,1,9,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"647",268,0.6300258,"5","VALPARAÍSO",2,2,88,2022,11,7,647,"647-88",8,6,16,3,1,4,3,4,2,2,1,3,4,2,6,4,3,4,4,2,6,6,2,6,2,3,2,3,6,2,3,4,4,4,3,2,3,4,2,3,3,3,2,3,88,2,4,3,2,3,2,1,2,1,5,8,1,1,NA,5,4,NA,NA,4,4,1,4,2,2,2,4,3,2,1,8,2,3,1,1,2,1,5,5,5,5,1,2,5,5,5,5,5,5,5,0,9,1,8,10,1,10,1,1,2,2,59,2,3,1,2,4,5,NA,1,4,1,1,NA,1,1,NA,1,1,NA,3,3,2,2,2,15,15,3,2,NA,2,2,2,3,NA,NA,3,NA,NA,NA,NA
"648",109,0.47384847,"9","ARAUCANÍA",1,3,88,2022,11,14,648,"648-88",1,11,9,1,3,2,4,8,8,2,3,88,4,4,6,6,4,2,6,6,3,4,3,6,4,4,4,6,6,6,6,4,3,4,4,3,3,4,3,4,3,3,3,4,3,3,3,3,2,3,5,1,5,4,7,9,1,1,NA,13,4,NA,NA,2,2,2,4,1,2,2,4,1,2,1,0,10,1,2,2,2,1,2,6,4,8,1,1,5,5,5,1,1,1,5,99,99,99,99,10,10,99,99,2,1,2,60,2,4,3,1,NA,NA,6,5,3,1,1,NA,2,NA,66,2,NA,3,3,3,3,2,2,15,15,2,2,NA,2,2,2,5,NA,NA,NA,NA,99,NA,NA
"649",231,3.45375918,"13","METROPOLITANA",1,2,88,2022,11,20,649,"649-88",3,26,14,2,3,3,3,3,3,3,2,6,2,3,6,6,3,2,4,6,3,3,3,6,3,4,4,6,5,4,3,3,2,4,2,3,2,3,2,4,3,2,3,3,1,2,3,2,2,2,2,2,5,10,8,10,1,2,NA,NA,NA,10,3,1,1,88,4,1,2,2,2,3,2,1,5,5,3,1,2,3,1,10,3,4,3,5,5,5,5,5,1,1,1,3,5,4,6,1,2,7,7,7,1,2,1,44,2,8,1,2,8,5,NA,1,8,1,2,NA,1,2,NA,1,2,NA,2,2,3,2,2,15,15,2,2,NA,2,1,1,4,NA,NA,NA,88,NA,NA,NA
"650",231,1.69055522,"13","METROPOLITANA",1,2,88,2022,11,20,650,"650-88",3,26,17,2,2,3,4,3,2,2,3,99,3,3,6,6,3,4,3,6,3,4,3,6,3,3,3,6,4,3,3,4,3,4,3,4,2,4,2,4,3,3,3,3,3,2,3,2,3,4,3,8,3,7,5,10,1,9,NA,NA,NA,NA,NA,1,1,1,3,8,88,88,4,3,88,88,NA,NA,88,2,88,2,88,NA,NA,NA,NA,3,5,5,5,5,3,3,3,4,88,88,88,88,88,88,88,88,2,1,2,40,2,6,3,2,8,4,NA,9,8,1,99,NA,1,99,NA,1,9,NA,3,3,3,3,3,15,15,2,2,NA,1,1,2,4,NA,NA,NA,99,NA,NA,NA
"651",231,3.23248478,"13","METROPOLITANA",1,2,88,2022,11,20,651,"651-88",1,2,3,2,1,3,8,4,3,2,2,99,2,3,3,6,3,2,2,4,2,6,2,6,3,3,2,6,4,4,2,4,2,4,4,4,2,2,3,2,4,1,4,4,2,1,4,2,4,4,5,1,3,10,10,10,1,2,NA,NA,NA,5,9,1,1,1,4,2,2,2,4,3,2,1,8,2,1,88,2,2,1,5,5,5,5,5,5,5,5,5,1,1,1,2,88,88,88,88,88,88,88,88,1,2,1,66,2,2,1,1,NA,NA,7,2,1,1,1,NA,1,6,NA,1,1,NA,1,1,1,1,1,15,15,1,2,NA,2,2,2,6,NA,NA,NA,NA,NA,4,NA
"652",153,1.05739561,"13","METROPOLITANA",1,2,88,2022,11,20,652,"652-88",3,10,14,3,2,3,1,3,1,3,2,8,2,3,3,3,3,2,3,4,1,3,3,6,2,4,4,4,4,3,2,3,1,1,4,3,3,4,2,3,4,1,3,3,3,3,3,3,2,3,5,2,4,9,9,10,1,2,NA,NA,NA,10,1,1,1,1,2,2,2,2,2,3,2,1,2,8,3,1,2,2,1,12,8,0,0,5,5,5,5,5,1,1,1,5,6,0,6,0,0,9,6,6,1,2,1,65,2,2,1,1,NA,NA,10,2,2,1,2,NA,1,2,NA,1,2,NA,3,3,3,2,1,15,15,1,2,NA,2,2,1,2,NA,4,NA,NA,NA,NA,NA
"653",153,2.07377505,"13","METROPOLITANA",1,2,88,2022,11,20,653,"653-88",3,9,14,3,2,3,8,3,9,1,9,99,3,9,6,9,3,5,4,6,3,6,9,6,3,4,9,6,6,3,3,99,99,99,99,99,99,2,2,3,3,99,99,3,99,3,3,2,2,4,3,1,3,6,7,7,1,9,NA,NA,NA,NA,NA,4,4,99,3,2,2,99,7,3,2,1,8,2,99,99,2,2,1,6,8,2,4,99,88,88,88,88,99,99,99,5,99,99,99,99,99,99,99,99,2,1,2,31,1,8,1,2,99,99,NA,99,99,1,99,NA,1,99,NA,1,9,NA,3,3,3,2,2,15,15,3,2,NA,2,2,2,3,NA,NA,99,NA,NA,NA,NA
"654",153,4.70740785,"13","METROPOLITANA",1,3,88,2022,11,20,654,"654-88",3,9,2,1,3,3,2,4,2,2,2,99,3,3,6,6,6,3,6,6,6,6,6,6,6,3,3,6,6,3,6,4,3,3,4,3,3,4,2,3,3,3,3,3,3,4,3,3,3,3,4,1,4,6,5,5,1,1,NA,11,12,NA,NA,2,2,3,4,2,2,1,5,3,2,1,5,5,3,1,2,2,1,2,5,5,8,3,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,2,1,1,39,2,4,2,2,4,9,NA,1,6,1,1,NA,2,NA,99,9,NA,9,3,3,3,2,2,15,15,3,2,NA,2,1,2,7,NA,NA,NA,NA,NA,NA,99
"655",153,0.94148157,"13","METROPOLITANA",1,2,88,2022,11,20,655,"655-88",27,1,11,2,2,3,3,4,2,2,1,3,5,1,2,4,4,5,4,3,2,3,2,3,1,2,1,4,4,3,4,4,3,4,4,3,3,3,1,2,3,3,3,3,3,2,3,3,2,3,1,1,3,4,2,1,1,1,NA,3,7,NA,NA,1,1,1,4,3,2,2,4,3,1,1,7,3,3,1,1,2,1,7,7,3,3,1,4,5,5,5,3,3,3,4,3,8,0,9,10,1,8,5,1,2,1,41,2,8,1,1,NA,NA,6,9,8,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,15,14,3,2,NA,2,1,1,1,5,NA,NA,NA,NA,NA,NA
"656",158,1.40979916,"13","METROPOLITANA",1,4,88,2022,11,20,656,"656-88",1,6,13,3,1,3,3,3,2,3,1,99,4,8,6,6,6,4,4,6,6,6,6,6,2,4,6,6,4,4,4,4,2,4,4,4,88,4,2,4,4,2,2,3,3,2,2,2,2,4,5,3,3,1,10,10,1,9,NA,NA,NA,NA,NA,3,3,1,3,3,2,2,2,1,2,1,10,0,3,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,88,88,88,88,88,88,88,88,1,2,2,60,2,4,3,2,4,9,NA,9,8,1,99,NA,1,77,NA,1,8,NA,3,3,3,3,3,15,15,3,1,9,2,2,2,4,NA,NA,NA,99,NA,NA,NA
"657",158,0.5168421,"13","METROPOLITANA",1,4,88,2022,11,20,657,"657-88",4,10,17,4,3,2,4,2,1,2,1,5,3,2,6,6,6,3,6,6,6,6,6,6,6,1,6,6,6,6,6,4,4,4,3,3,4,4,2,2,2,4,4,3,3,3,2,88,2,2,3,1,4,1,5,1,1,9,NA,NA,NA,NA,NA,4,4,1,4,4,2,2,2,3,2,1,10,0,1,2,1,2,1,5,5,5,5,2,1,2,5,3,5,3,5,3,4,4,8,8,8,8,10,6,1,2,2,27,2,8,1,1,NA,NA,7,10,8,1,1,NA,1,99,NA,1,9,NA,2,1,1,1,3,15,15,3,2,NA,1,2,2,2,NA,99,NA,NA,NA,NA,NA
"658",176,0.44444849,"13","METROPOLITANA",1,2,88,2022,11,20,658,"658-88",3,7,8,1,3,3,3,3,2,2,3,99,3,4,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,4,2,1,4,3,3,4,4,4,4,3,3,3,4,3,3,3,1,3,5,3,3,1,10,10,1,2,NA,NA,NA,99,NA,2,2,1,2,2,2,2,7,1,88,1,10,0,1,1,1,1,1,5,5,5,5,4,5,5,5,5,4,5,1,4,88,88,88,88,88,88,5,5,1,2,1,61,2,4,1,1,NA,NA,9,2,8,1,2,NA,2,NA,4,2,NA,3,3,3,3,2,2,15,15,2,1,5,2,2,2,1,4,NA,NA,NA,NA,NA,NA
"659",176,2.36382806,"13","METROPOLITANA",1,3,88,2022,11,20,659,"659-88",10,5,3,3,2,4,3,3,3,2,1,3,2,2,6,6,3,4,3,6,2,4,6,6,3,4,3,4,6,3,4,3,3,3,3,3,2,4,2,4,3,3,3,3,4,2,2,3,3,3,2,1,2,3,6,6,1,1,NA,3,4,NA,NA,4,4,1,4,2,2,1,3,3,1,1,5,5,1,1,1,2,1,10,4,5,1,1,4,4,5,5,3,4,4,5,4,5,5,5,7,4,5,5,2,1,2,21,1,7,1,2,4,9,NA,1,5,1,1,NA,1,6,NA,1,1,NA,2,2,2,3,1,15,15,3,1,5,2,2,2,7,NA,NA,NA,NA,NA,NA,88
"660",175,0.25901955,"13","METROPOLITANA",1,4,88,2022,11,20,660,"660-88",3,9,1,1,2,1,4,4,3,3,2,1,1,4,4,4,4,2,6,6,5,6,6,6,6,5,5,6,5,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,8,5,88,9,10,1,9,NA,NA,NA,NA,NA,4,4,2,2,4,2,2,7,3,2,1,10,0,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,0,0,0,0,0,0,88,88,1,2,1,63,2,1,1,1,NA,NA,9,9,8,2,NA,99,1,99,NA,2,NA,9,3,3,3,3,3,15,15,2,2,NA,2,2,2,1,99,NA,NA,NA,NA,NA,NA
"661",175,0.39353666,"13","METROPOLITANA",1,3,88,2022,11,20,661,"661-88",10,2,13,2,1,1,2,5,2,1,1,5,4,6,6,6,4,4,3,6,6,8,5,6,2,2,1,6,6,6,4,2,4,4,2,2,2,4,4,2,2,2,2,2,4,2,2,1,2,4,3,3,3,1,10,10,1,9,NA,NA,NA,NA,NA,4,4,1,2,2,2,2,7,2,2,1,5,5,3,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,88,88,88,88,88,88,88,10,1,2,2,69,2,5,3,1,NA,NA,7,1,5,1,99,NA,1,99,NA,1,9,NA,2,3,3,3,3,15,15,2,2,NA,2,2,2,3,NA,NA,99,NA,NA,NA,NA
"662",245,1.02810699,"13","METROPOLITANA",1,3,88,2022,11,20,662,"662-88",9,14,13,4,1,3,2,4,3,2,2,88,3,4,6,6,3,4,6,6,3,6,4,6,4,4,4,6,6,4,3,3,3,3,3,3,4,4,4,3,4,2,3,4,3,2,3,2,3,4,3,2,3,10,10,6,2,NA,2,NA,NA,NA,NA,NA,NA,2,3,2,2,1,5,3,2,1,5,5,3,1,2,1,1,6,4,4,6,4,5,5,5,5,4,1,1,3,5,5,7,3,0,5,5,6,2,1,1,51,2,4,3,1,NA,NA,9,1,8,2,NA,2,1,1,NA,1,1,NA,1,3,1,1,1,15,15,2,2,NA,2,1,1,3,NA,NA,2,NA,NA,NA,NA
"663",245,0.56167432,"13","METROPOLITANA",1,3,88,2022,11,20,663,"663-88",26,2,17,3,3,2,4,2,3,2,2,88,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,1,4,3,3,2,3,3,3,4,2,3,3,2,3,2,3,4,5,1,2,10,10,10,2,NA,3,NA,NA,NA,NA,NA,NA,3,5,1,2,1,2,3,2,1,10,0,3,2,1,2,1,5,5,5,5,1,5,5,5,5,88,88,88,5,88,88,88,88,88,88,88,88,1,2,2,36,2,4,1,1,NA,NA,9,2,3,2,NA,3,2,NA,66,2,NA,3,3,3,3,3,3,15,15,3,2,NA,1,1,2,3,NA,NA,2,NA,NA,NA,NA
"664",245,0.38249522,"13","METROPOLITANA",1,3,88,2022,11,20,664,"664-88",26,5,10,1,3,2,4,5,3,3,2,9,1,4,6,6,3,1,4,6,2,6,6,6,6,2,4,6,6,4,1,4,1,1,3,3,3,3,1,1,4,1,4,4,4,3,4,2,4,3,1,3,3,10,10,10,1,2,NA,NA,NA,6,7,4,4,2,3,1,2,2,1,3,1,1,5,5,1,2,2,2,1,5,5,5,5,1,1,5,5,88,5,3,1,3,10,0,5,0,0,10,5,5,2,1,1,40,2,3,1,1,NA,NA,9,2,5,1,1,NA,1,2,NA,1,2,NA,3,2,2,1,1,9,NA,2,1,5,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"665",245,0.73945172,"13","METROPOLITANA",1,3,88,2022,11,20,665,"665-88",9,26,13,1,3,2,4,4,2,2,3,88,3,3,3,6,3,3,3,3,6,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,5,10,10,1,9,NA,NA,NA,NA,NA,4,4,2,3,3,2,2,4,3,2,1,5,5,3,2,2,2,1,5,5,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,6,6,2,1,1,58,2,6,1,1,NA,NA,5,3,1,99,NA,99,2,NA,66,2,NA,3,3,3,3,3,3,15,15,2,2,NA,2,2,2,3,NA,NA,4,NA,NA,NA,NA
"666",245,0.56167432,"13","METROPOLITANA",1,3,88,2022,11,20,666,"666-88",9,3,5,1,2,3,3,4,3,2,2,10,2,4,6,6,6,1,6,6,6,6,6,6,1,3,4,6,6,6,2,3,2,4,3,2,2,3,2,3,4,2,3,3,3,2,2,1,2,4,4,3,5,10,10,10,1,1,NA,3,7,NA,NA,4,4,1,5,1,2,1,1,3,2,1,5,5,1,2,1,2,1,5,3,2,10,4,5,5,5,5,3,1,1,1,10,0,10,0,10,0,10,2,2,1,2,42,2,4,1,1,NA,NA,9,1,4,1,1,NA,1,2,NA,1,2,NA,3,3,2,2,1,10,NA,1,2,NA,2,1,1,4,NA,NA,NA,1,NA,NA,NA
"667",111,0.31850253,"9","ARAUCANÍA",1,3,88,2022,11,14,667,"667-88",10,3,1,2,3,3,5,4,3,2,2,99,1,4,6,6,6,2,6,6,6,6,6,6,6,4,6,6,6,6,6,4,2,2,4,4,4,4,2,4,4,2,4,4,4,1,4,2,4,3,5,1,3,99,10,10,1,2,NA,NA,NA,12,13,3,3,88,1,1,1,1,2,3,88,88,NA,NA,1,2,2,2,88,NA,NA,NA,NA,5,5,5,5,5,3,3,3,5,10,1,88,88,1,10,1,9,2,1,2,77,2,1,3,1,NA,NA,9,2,5,1,1,NA,1,2,NA,1,2,NA,2,2,3,3,3,15,15,3,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"668",111,1.25779968,"9","ARAUCANÍA",1,3,88,2022,11,14,668,"668-88",10,5,11,3,1,2,2,3,2,1,1,5,4,2,2,6,4,4,4,6,6,4,6,6,2,2,2,6,6,4,6,3,4,2,3,3,2,2,4,2,2,2,2,4,4,3,3,2,2,4,2,1,3,6,7,7,1,1,NA,9,6,NA,NA,4,4,1,2,2,2,1,1,3,1,1,10,0,1,2,2,1,1,10,10,0,0,3,5,5,5,5,5,5,3,5,4,5,5,7,7,5,7,5,1,2,1,60,2,3,3,1,NA,NA,9,99,99,1,1,NA,1,1,NA,1,1,NA,2,3,3,3,3,14,NA,2,2,NA,2,2,2,3,NA,NA,1,NA,NA,NA,NA
"669",245,0.73563366,"13","METROPOLITANA",1,3,88,2022,11,20,669,"669-88",10,9,3,1,3,2,4,2,3,2,1,88,4,2,6,6,2,4,6,6,6,6,6,6,6,4,6,6,6,6,2,3,2,3,3,3,4,4,3,3,3,2,3,3,3,2,3,2,3,4,4,3,4,10,10,10,1,2,NA,NA,NA,7,3,4,4,2,2,1,2,2,4,3,2,1,6,4,3,2,2,1,1,5,5,5,5,2,1,5,5,5,3,1,1,3,5,5,0,10,0,10,5,10,2,1,2,47,2,2,1,1,NA,NA,9,1,8,1,1,NA,1,1,NA,1,1,NA,3,3,3,1,3,15,15,2,2,NA,2,2,2,5,NA,NA,NA,NA,1,NA,NA
"670",111,1.43310327,"9","ARAUCANÍA",1,3,88,2022,11,14,670,"670-88",26,3,9,2,1,3,2,3,2,3,1,99,9,9,9,6,9,9,9,9,9,6,6,9,9,9,6,9,9,9,9,4,3,4,4,3,4,4,4,3,4,3,3,4,3,4,4,3,4,4,5,8,8,8,8,8,1,1,NA,4,10,NA,NA,7,7,2,4,1,1,1,3,3,2,1,5,5,1,2,1,1,1,5,5,5,5,2,5,5,5,5,2,2,1,5,5,5,6,5,6,5,5,5,1,2,2,31,2,8,1,1,NA,NA,7,99,99,1,1,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,3,2,NA,2,2,2,3,NA,NA,1,NA,NA,NA,NA
"671",245,0.36781683,"13","METROPOLITANA",1,3,88,2022,11,20,671,"671-88",26,10,11,1,3,1,4,5,3,3,2,88,1,4,6,6,6,6,6,6,6,8,6,6,6,4,6,6,6,6,6,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,5,1,5,10,1,10,1,1,NA,6,10,NA,NA,6,6,3,8,8,1,1,3,3,1,88,NA,NA,1,2,1,1,1,2,8,0,10,5,5,5,5,5,5,1,1,5,10,0,0,0,10,10,10,10,1,2,2,54,2,1,1,1,NA,NA,10,9,8,1,1,NA,8,NA,6,1,2,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"672",111,0.73072396,"9","ARAUCANÍA",1,3,88,2022,11,14,672,"672-88",1,3,2,2,3,2,3,4,1,3,2,99,2,2,4,6,2,4,4,6,2,6,2,6,4,4,3,6,5,4,2,4,2,4,4,4,4,4,2,2,2,1,4,4,2,1,4,2,2,3,5,1,3,10,5,10,99,NA,2,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,3,1,88,NA,NA,1,2,2,2,1,5,5,6,4,2,1,5,5,5,2,1,1,5,88,88,7,5,88,88,88,88,1,2,1,78,2,4,3,1,NA,NA,5,9,8,1,1,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,3,2,NA,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"673",59,4.45769026,"6","LIBERTADOR BERNARDO OHIGGINS",1,2,88,2022,11,8,673,"673-88",5,10,14,3,3,3,3,3,3,2,3,88,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,3,2,2,3,1,3,2,2,3,1,1,2,2,3,2,3,2,1,4,3,1,2,10,8,9,2,NA,3,NA,NA,NA,NA,NA,NA,1,4,2,2,2,5,3,2,99,NA,NA,3,1,1,2,1,5,5,5,5,1,3,5,5,5,2,4,4,5,5,5,5,5,5,5,5,5,2,1,2,38,2,8,1,1,NA,NA,4,2,2,2,NA,88,2,NA,88,2,NA,8,3,2,2,2,2,15,15,1,2,NA,2,1,2,7,NA,NA,NA,NA,NA,NA,99
"674",59,3.26033807,"6","LIBERTADOR BERNARDO OHIGGINS",1,2,88,2022,11,8,674,"674-88",10,5,3,2,2,3,2,4,3,2,2,99,1,4,6,6,3,2,2,4,6,6,6,6,4,4,4,6,6,6,2,3,1,3,3,3,3,4,3,4,3,1,3,3,3,3,3,1,88,3,4,3,3,7,7,8,1,2,NA,NA,NA,4,10,7,2,1,2,2,2,2,5,3,1,1,10,0,3,1,2,2,88,NA,NA,NA,NA,3,3,4,5,5,4,1,1,4,8,5,4,3,0,10,99,99,2,1,1,60,2,3,1,1,NA,NA,9,1,7,2,NA,2,2,NA,2,2,NA,2,3,3,3,3,3,15,15,2,2,NA,2,2,2,6,NA,NA,NA,NA,NA,99,NA
"675",52,0.63247664,"5","VALPARAÍSO",1,4,88,2022,11,6,675,"675-88",5,10,11,2,3,3,4,3,3,3,2,6,2,3,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,3,1,3,3,3,1,3,1,3,3,3,3,3,3,3,3,1,1,3,4,3,3,8,3,8,1,2,NA,NA,NA,6,7,1,1,2,3,2,2,2,1,3,1,1,5,5,3,1,2,2,1,0,10,0,10,4,5,5,5,5,5,2,2,2,5,5,5,4,5,7,5,5,1,2,2,25,2,3,1,1,NA,NA,8,1,6,1,1,NA,1,7,NA,1,1,NA,3,3,2,1,1,20,NA,2,2,NA,1,1,2,3,NA,NA,1,NA,NA,NA,NA
"676",63,0.72809772,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,676,"676-88",3,5,10,3,2,3,2,3,3,1,3,5,3,3,4,6,3,3,6,2,2,3,3,6,2,3,3,6,6,4,3,3,3,2,4,3,4,2,2,3,2,2,3,4,3,3,4,2,3,4,3,2,3,7,8,9,1,2,NA,NA,NA,8,9,3,3,1,2,2,2,2,2,3,2,1,10,0,2,1,2,2,1,5,5,5,5,1,5,5,5,5,3,1,1,5,5,5,5,5,5,5,5,5,2,1,2,49,2,4,1,1,NA,NA,7,1,7,2,NA,3,1,1,NA,1,1,NA,3,3,3,2,2,15,15,3,2,NA,2,1,2,3,NA,NA,99,NA,NA,NA,NA
"677",282,0.52332521,"13","METROPOLITANA",2,4,88,2022,11,21,677,"677-88",10,1,3,2,1,3,2,3,3,3,2,10,2,4,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,3,1,2,3,1,3,3,3,3,3,1,3,3,3,3,3,1,2,4,5,2,4,10,6,10,1,2,NA,NA,NA,11,8,6,6,1,1,2,1,1,2,3,1,88,NA,NA,3,1,1,2,88,NA,NA,NA,NA,88,5,5,5,5,88,2,2,4,88,88,5,5,5,10,5,5,1,2,2,29,2,2,1,2,1,9,NA,1,7,2,NA,88,2,NA,66,2,NA,2,3,3,3,3,3,15,15,2,2,NA,1,1,2,4,NA,NA,NA,1,NA,NA,NA
"678",282,0.62191344,"13","METROPOLITANA",2,3,88,2022,11,21,678,"678-88",9,14,7,2,3,2,4,4,3,3,2,88,3,3,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,4,2,1,4,3,2,3,3,3,3,2,3,4,3,3,3,2,3,4,5,3,4,10,7,10,1,2,NA,NA,NA,12,10,2,2,1,2,2,1,1,1,3,2,1,3,7,3,2,2,2,1,5,5,5,5,5,5,5,5,5,3,3,1,3,5,5,5,0,5,10,4,6,2,1,2,32,1,3,3,1,NA,NA,10,2,8,2,NA,2,2,NA,66,2,NA,3,3,3,3,3,3,15,15,2,2,NA,1,1,2,4,NA,NA,NA,1,NA,NA,NA
"679",63,1.35676654,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,679,"679-88",1,5,11,2,2,3,3,4,2,2,2,99,2,3,6,2,3,2,6,3,2,6,6,6,2,2,1,6,6,2,2,4,4,4,4,2,3,4,3,2,3,3,4,4,3,3,3,2,3,3,4,3,4,5,5,7,1,2,NA,NA,NA,4,6,1,1,3,2,2,2,2,2,3,1,1,5,5,2,2,1,2,1,5,5,5,5,3,1,5,5,5,3,2,3,3,99,99,99,99,99,99,99,99,2,1,1,47,2,3,1,1,NA,NA,7,9,8,1,2,NA,2,NA,99,9,NA,9,3,3,3,3,3,15,15,2,2,NA,2,2,2,2,NA,88,NA,NA,NA,NA,NA
"680",127,0.78862204,"12","MAGALLANES",1,3,88,2022,11,19,680,"680-88",14,9,10,1,3,3,5,3,2,3,2,7,3,2,6,6,2,3,1,6,6,2,2,6,2,4,3,6,3,4,2,2,3,4,4,4,2,2,2,3,4,1,3,4,2,2,4,2,3,4,3,1,3,8,5,5,1,2,NA,NA,NA,8,6,4,4,2,3,2,2,1,4,3,2,99,NA,NA,3,2,1,1,1,5,5,5,5,2,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,2,1,2,49,2,5,1,1,NA,NA,7,1,4,1,1,NA,1,77,NA,1,1,NA,2,3,3,1,1,15,15,2,2,NA,2,2,1,1,5,NA,NA,NA,NA,NA,NA
