"","estrato","secu","region","zona_u_r","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_en","eval_act_pol_1_gj","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_ff","eval_act_pol_1_gf","eval_act_pol_1_fo","eval_act_pol_1_gn","eval_act_pol_1_dh","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_fe","eval_act_pol_1_ek","eval_act_pol_1_go","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_aa","confianza_6_z","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_y","confianza_6_m","confianza_8_a","rotacion_mtf_82","mtf_82","rotacion_mtf_83","mtf_83","constitucion_6","constitucion_3","constitucion_7","constitucion_8","constitucion_9_a","constitucion_9_b","constitucion_10_a","constitucion_10_b","constitucion_11_a","constitucion_11_b","constitucion_12","constitucion_13_a","constitucion_13_b","constitucion_13_c","constitucion_14","constitucion_15","constitucion_16_a","constitucion_16_b","constitucion_17_a","constitucion_17_b","constitucion_18","mtf_42_b","mtf_42_c","mtf_42_d","mtf_43_b","mtf_81_a","mtf_81_b","mtf_81_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","democracia_19","pobreza_62","iden_nacional_16","educacion_108","educacion_109","sexo","gse","edad","info_enc_61","esc_nivel_1","info_enc_35","info_enc_62","info_enc_38","info_enc_63","info_enc_16_b","religion_82","religion_2","educacion_104_a","elec_parla_35","info_enc_30","pobreza_103_a","pobreza_111","mtf_60","info_hogar_1","info_hogar_2_a","info_hogar_2_b","info_hogar_2_c","info_hogar_32","info_enc_52","info_enc_54","transporte_18","transporte_19","info_hogar_21_n","info_enc_60","encuesta","encuesta_a","encuesta_m","pond"
"47",19,86146,13,1,26,17,9,1,3,3,3,5,2,3,2,10,1,4,2,1,1,2,2,6,1,6,1,4,4,2,2,6,4,1,4,4,4,3,3,3,3,4,1,3,4,4,3,3,4,1,4,3,3,1,3,1,2,1,3,4,2,NA,NA,5,6,NA,NA,2,2,2,2,5,1,NA,NA,NA,NA,2,2,2,3,3,5,1,2,1,2,NA,1,2,NA,10,5,1,2,2,1,3,56,2,8,1,2,1,1,3,9,7,11,77,88,4,3,1,2,2,0,0,99,2,NA,6,NA,2,1,86,2022,5,0.69017316
"48",19,86161,13,1,1,3,9,3,2,3,3,9,3,9,9,99,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,1,2,3,3,1,2,2,2,4,3,1,3,3,3,2,2,2,1,3,2,3,1,9,1,99,99,3,99,99,NA,NA,NA,NA,NA,NA,99,3,3,3,99,1,NA,NA,NA,NA,99,1,2,1,1,3,2,3,2,NA,99,2,NA,99,9,88,1,88,88,1,3,79,2,4,3,7,3,NA,3,1,8,3,77,88,3,3,2,1,1,99,99,8,1,NA,6,NA,2,3,86,2022,5,0.2591616
"49",19,86161,13,1,9,2,10,1,3,4,3,5,3,3,2,10,1,4,2,1,1,1,1,1,1,1,1,4,5,2,4,1,2,1,3,2,2,3,3,2,3,4,1,4,2,2,1,2,2,1,4,1,4,1,1,2,4,1,2,1,2,NA,NA,5,88,NA,NA,1,2,1,1,3,1,NA,NA,NA,NA,5,2,2,5,3,3,3,3,1,2,NA,1,2,NA,10,9,3,1,1,1,3,47,2,8,1,1,3,NA,3,1,8,5,8,88,3,3,2,8,8,99,99,11,1,NA,6,NA,1,1,86,2022,5,3.42157457
"50",19,86171,13,1,1,10,3,2,2,2,3,4,2,2,2,5,1,2,2,1,1,6,2,6,6,6,6,3,4,3,2,6,4,2,2,3,2,2,2,2,2,2,2,3,3,3,2,3,2,2,4,2,3,2,2,1,2,1,3,5,2,NA,NA,6,6,NA,NA,2,3,3,3,1,1,NA,NA,NA,NA,4,2,4,2,4,3,3,3,2,NA,2,2,NA,2,10,10,1,2,2,2,4,68,2,2,3,7,3,NA,3,2,2,3,77,88,2,4,2,1,1,99,99,4,2,NA,6,NA,2,2,86,2022,5,0.18580563
"51",19,86185,13,1,3,1,10,1,3,1,3,1,3,2,2,5,2,2,6,6,4,6,6,6,6,6,6,3,6,6,4,6,4,2,3,3,4,2,2,1,2,99,3,3,4,3,4,3,3,2,4,2,4,2,2,1,2,2,3,3,3,NA,NA,NA,NA,6,88,3,3,2,3,4,2,3,2,2,2,3,2,2,1,5,5,1,3,1,1,NA,1,1,NA,10,1,1,2,3,2,3,65,2,1,2,7,1,1,3,2,8,4,99,88,1,4,5,7,5,2,99,99,2,NA,6,NA,2,2,86,2022,5,1.28205885
"52",19,86185,13,1,9,1,11,3,1,3,3,2,1,1,1,1,4,1,4,4,4,3,4,6,4,6,4,1,1,1,1,6,1,3,4,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,2,2,2,4,2,1,3,1,2,88,NA,NA,NA,NA,3,3,1,1,88,1,NA,NA,NA,NA,2,2,2,2,4,3,3,3,2,NA,1,2,NA,1,10,1,1,1,1,2,3,80,2,4,2,7,1,1,3,1,8,3,77,88,3,2,2,3,3,99,99,88,2,NA,6,NA,1,3,86,2022,5,0.76923531
"53",19,86185,13,1,17,9,26,2,2,3,2,3,1,1,3,3,4,1,2,3,4,3,4,1,3,6,4,1,1,2,1,6,4,4,4,3,3,2,4,4,3,2,4,3,3,3,4,2,2,4,2,3,2,1,2,1,2,2,1,1,1,6,88,NA,NA,NA,NA,3,1,1,3,88,1,NA,NA,NA,NA,2,5,5,5,5,3,3,3,1,1,NA,1,1,NA,1,3,3,2,2,1,3,29,2,8,2,10,3,NA,3,10,8,4,1,88,2,4,0,3,3,99,99,99,1,NA,6,NA,2,1,86,2022,5,1.47359201
"54",19,86184,13,1,3,10,7,1,1,4,1,5,3,8,2,88,2,2,6,2,6,6,2,6,6,6,6,2,6,6,8,8,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,2,2,2,4,1,1,5,88,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,NA,NA,NA,NA,1,2,2,2,2,5,1,3,2,NA,66,2,NA,66,10,1,6,1,1,1,3,24,2,4,1,1,3,NA,3,2,2,5,77,5,3,2,0,5,3,2,99,99,1,NA,6,NA,1,1,86,2022,5,0.9656016
"55",19,86147,13,1,3,1,16,2,3,3,3,3,3,3,1,5,4,3,6,3,2,3,3,6,6,6,6,3,2,6,3,6,4,2,4,4,3,3,3,3,3,4,3,3,4,4,4,4,4,2,3,2,3,2,1,1,2,1,1,3,3,NA,NA,NA,NA,2,88,2,3,2,1,5,1,NA,NA,NA,NA,2,5,2,5,4,3,2,3,1,1,NA,1,1,NA,8,7,6,2,2,2,3,48,2,6,1,1,3,NA,3,1,7,3,4,88,4,3,3,3,3,0,0,9,1,NA,6,NA,2,1,86,2022,5,1.0689542
"56",19,86148,13,1,9,3,7,2,3,4,2,5,3,3,2,5,3,3,6,3,3,6,3,6,6,6,6,4,3,6,3,6,3,1,4,3,3,3,4,3,3,3,1,3,4,3,3,3,3,1,3,1,3,1,2,1,2,2,2,3,3,NA,NA,NA,NA,2,88,2,3,3,3,5,1,NA,NA,NA,NA,1,5,2,4,4,3,3,3,1,2,NA,1,2,NA,8,7,1,2,2,1,3,25,2,4,1,2,1,2,2,1,7,5,6,88,3,2,1,3,2,1,0,9,1,NA,6,NA,2,1,86,2022,5,0.6867068
"57",19,86144,13,1,3,17,11,2,3,3,2,4,3,3,2,7,2,4,3,2,2,6,2,3,2,6,2,4,4,6,4,6,2,3,3,4,3,3,3,3,3,4,2,3,3,4,2,3,3,3,4,3,3,2,1,2,3,1,3,5,2,NA,NA,6,2,NA,NA,1,3,3,3,5,1,NA,NA,NA,NA,88,5,3,3,3,3,3,3,1,2,NA,1,2,NA,10,9,1,2,2,2,2,46,2,8,1,2,3,NA,3,1,6,10,6,88,4,3,2,1,1,0,0,99,1,NA,6,NA,2,1,86,2022,5,0.3306585
"58",19,86199,13,1,1,7,3,3,1,3,3,3,2,2,3,5,3,3,3,3,3,6,2,6,6,6,3,4,4,6,2,6,88,2,4,3,3,3,3,2,4,3,1,3,3,3,3,3,4,2,3,3,3,2,1,2,4,1,1,3,3,NA,NA,NA,NA,2,7,1,2,3,3,1,1,NA,NA,NA,NA,2,2,2,2,2,3,5,3,2,NA,88,2,NA,99,7,10,5,2,2,2,2,74,2,4,2,7,1,7,3,1,4,5,77,88,3,3,0,2,2,99,0,4,2,NA,6,NA,2,1,86,2022,5,0.53280368
"59",19,86144,13,1,9,1,5,2,3,3,4,4,2,2,3,6,3,2,3,3,3,2,3,3,3,3,3,4,2,3,1,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,2,1,2,3,1,1,3,3,NA,NA,NA,NA,8,88,2,2,2,2,5,1,NA,NA,NA,NA,2,3,2,2,4,3,3,2,1,1,NA,1,1,NA,6,8,5,2,2,2,3,61,2,5,2,8,3,NA,3,9,7,5,5,88,3,3,1,1,1,0,0,99,1,NA,6,NA,2,1,86,2022,5,0.29430273
"60",2,86012,2,1,5,2,3,3,2,3,3,3,2,2,1,4,4,2,3,4,4,6,2,2,3,6,4,2,2,6,2,6,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,4,1,2,2,3,1,2,4,3,NA,NA,NA,NA,8,2,2,2,3,3,4,1,NA,NA,NA,NA,3,2,3,4,5,3,3,3,1,7,NA,1,1,NA,8,7,6,3,2,2,3,44,2,4,2,1,1,1,3,1,8,10,66,88,3,3,2,4,3,1,0,11,1,NA,6,NA,2,1,86,2022,5,2.94205388
"61",19,86185,13,1,1,3,9,3,2,3,2,3,2,2,2,3,4,2,3,4,4,4,4,6,6,6,6,3,1,6,2,6,2,3,4,3,3,3,3,3,2,2,4,3,3,3,3,2,3,2,2,2,3,1,3,1,2,1,1,3,1,2,88,NA,NA,NA,NA,3,2,2,2,5,1,NA,NA,NA,NA,1,4,3,4,4,3,3,3,1,6,NA,1,1,NA,10,10,5,2,4,2,3,33,2,6,1,1,1,1,3,1,8,5,99,88,1,2,0,5,2,2,99,6,2,NA,5,1,2,1,86,2022,5,0.82835735
"62",19,86185,13,1,5,3,9,2,1,3,2,2,1,1,1,5,4,2,6,3,3,3,3,6,6,6,6,3,2,2,2,6,3,2,4,4,3,3,3,2,4,88,3,2,3,3,2,3,2,2,2,1,2,1,3,2,3,1,1,3,1,5,88,NA,NA,NA,NA,3,3,2,2,4,1,NA,NA,NA,NA,2,2,2,4,4,4,4,4,1,99,NA,1,99,NA,6,5,1,1,1,1,3,48,2,6,1,1,1,1,3,9,8,10,99,88,3,4,2,3,3,99,99,99,1,NA,6,NA,2,1,86,2022,5,1.37840576
"63",19,86184,13,1,26,17,9,3,3,2,2,3,8,1,2,9,3,4,6,3,6,6,3,6,6,6,6,3,3,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,1,3,2,3,1,1,3,3,NA,NA,NA,NA,8,88,2,2,2,2,1,2,1,2,2,2,1,5,5,3,5,3,3,3,2,NA,3,2,NA,1,10,1,5,1,1,2,3,36,2,8,1,1,1,1,3,1,5,4,77,88,1,4,2,6,4,2,99,99,3,2017,6,NA,1,1,86,2022,5,1.62839479
"64",16,86110,10,1,10,1,13,3,1,3,2,4,3,2,2,1,2,2,2,2,3,6,2,6,6,6,6,3,1,6,2,6,4,3,4,4,4,3,4,2,2,4,3,4,4,4,4,4,3,3,4,3,4,2,1,1,2,2,2,3,3,NA,NA,NA,NA,2,2,3,3,3,3,7,1,NA,NA,NA,NA,1,4,3,4,3,3,3,3,2,NA,7,2,NA,66,10,10,5,2,1,1,2,39,2,4,1,1,3,NA,3,9,8,5,77,5,3,3,1,2,2,0,0,10,1,NA,6,NA,2,1,86,2022,5,0.7755778
"65",16,86110,10,1,1,5,10,3,2,3,2,3,2,1,1,1,4,2,4,3,5,6,4,6,6,6,6,3,3,3,6,6,3,1,1,3,3,1,3,1,1,1,1,3,3,3,1,1,3,1,3,1,4,2,1,1,2,2,1,2,1,3,1,NA,NA,NA,NA,3,1,1,1,1,2,1,2,2,2,1,2,2,2,4,3,3,3,2,NA,7,2,NA,1,10,10,10,2,2,1,3,48,2,6,2,3,1,1,3,2,8,1,3,88,3,3,5,4,2,1,1,7,3,2018,6,NA,2,1,86,2022,5,0.51464998
"66",19,86186,13,1,1,2,11,4,1,3,1,5,3,2,2,5,1,4,3,6,2,3,6,6,6,6,6,3,2,5,2,6,4,2,4,3,3,1,2,1,2,1,4,3,4,4,4,2,4,2,4,2,3,2,4,2,3,2,2,4,3,NA,NA,NA,NA,2,88,2,3,3,3,5,2,3,3,1,2,4,2,2,4,2,3,3,3,2,NA,6,2,NA,66,7,10,1,4,3,1,4,41,2,4,1,10,1,8,3,9,8,5,66,88,4,4,5,2,99,99,99,9,2,NA,6,NA,2,1,86,2022,5,1.12622434
"67",19,86153,13,1,1,9,3,1,3,1,4,5,3,3,2,99,1,4,5,2,1,1,1,5,2,1,4,2,3,3,3,3,4,3,3,4,3,4,3,4,3,4,4,4,3,3,88,4,4,4,4,3,4,1,2,1,2,1,1,2,2,NA,NA,7,4,NA,NA,1,3,3,3,2,1,NA,NA,NA,NA,2,4,4,4,4,3,3,3,2,NA,88,88,NA,88,7,7,7,1,1,2,3,30,2,3,3,8,1,3,3,1,7,2,99,88,1,4,0,2,2,0,0,4,3,2017,3,2,2,2,86,2022,5,0.54554785
"68",19,86202,13,1,3,17,9,3,2,3,3,2,2,2,1,99,3,3,2,4,4,4,4,4,3,2,4,4,1,3,1,4,3,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,2,4,4,1,1,2,4,1,1,3,3,NA,NA,NA,NA,8,88,3,3,2,3,5,1,NA,NA,NA,NA,2,4,3,2,4,3,3,3,1,1,NA,1,1,NA,6,6,3,2,2,1,3,73,2,4,2,7,1,7,3,1,8,4,99,88,1,2,4,5,5,0,0,6,1,NA,6,NA,1,2,86,2022,5,0.74944256
"69",9,86259,6,2,1,6,10,2,2,3,3,3,2,2,3,5,3,3,4,3,4,4,3,4,8,5,8,3,2,3,2,8,2,3,2,3,3,2,3,2,4,2,2,3,3,4,3,2,3,3,3,2,4,1,1,2,3,1,2,4,88,NA,NA,NA,NA,NA,NA,88,3,2,2,4,1,NA,NA,NA,NA,2,3,3,2,4,4,3,3,1,1,NA,1,1,NA,10,6,4,2,2,2,4,65,2,2,3,8,1,7,3,2,4,3,88,88,2,3,3,2,2,0,0,6,1,NA,6,NA,2,2,86,2022,5,0.82195901
"70",19,86202,13,1,3,10,17,3,2,2,2,3,2,2,2,88,4,2,2,2,4,4,1,3,3,2,2,2,2,2,2,2,4,4,3,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,2,4,1,2,1,3,1,2,NA,NA,7,7,NA,NA,3,2,2,2,4,1,NA,NA,NA,NA,3,3,4,2,3,3,3,3,1,1,NA,1,1,NA,8,8,8,2,2,1,3,48,2,4,1,1,3,NA,3,1,8,4,99,5,2,2,2,1,1,0,0,8,1,NA,6,NA,2,1,86,2022,5,0.20613535
"71",19,86202,13,1,5,7,3,2,2,2,4,4,2,8,1,99,5,3,1,3,4,2,4,1,1,2,3,1,3,1,1,1,4,4,3,4,3,3,3,4,4,3,4,4,4,4,4,3,4,4,3,3,4,2,8,2,88,1,1,3,3,NA,NA,NA,NA,2,2,3,3,2,3,5,1,NA,NA,NA,NA,3,2,2,2,2,3,3,3,1,1,NA,1,1,NA,6,6,2,2,2,1,4,78,2,2,2,7,1,6,3,1,8,3,99,88,2,2,2,2,2,0,0,5,1,NA,6,NA,2,3,86,2022,5,0.24981419
"72",2,86006,2,1,10,5,1,3,2,3,3,3,2,2,1,5,4,2,4,4,4,4,4,2,4,3,3,4,2,3,2,3,2,3,2,3,3,3,2,3,3,3,2,2,2,2,3,2,2,2,2,2,3,2,1,1,1,1,1,2,1,8,5,NA,NA,NA,NA,2,3,3,3,5,1,NA,NA,NA,NA,2,2,2,2,4,3,3,3,1,1,NA,1,1,NA,8,8,5,2,2,1,1,50,2,8,1,1,1,8,2,1,3,12,88,88,3,4,2,3,3,0,0,11,1,NA,6,NA,2,1,86,2022,5,4.18789901
"73",24,86252,16,1,7,3,14,2,2,4,3,4,2,3,3,1,2,4,4,2,2,2,2,6,4,6,4,4,4,4,4,4,1,1,1,3,1,1,1,1,3,3,1,3,1,3,1,1,1,1,3,1,4,1,1,1,1,1,3,1,2,NA,NA,3,4,NA,NA,1,2,2,2,6,1,NA,NA,NA,NA,4,2,2,2,2,5,1,2,1,6,NA,1,1,NA,10,8,2,2,2,1,4,44,2,4,1,1,3,NA,3,1,2,12,77,88,2,3,1,2,1,1,0,8,1,NA,6,NA,2,1,86,2022,5,3.06990678
"74",6,86041,5,1,2,14,7,3,2,3,3,3,2,2,3,6,3,9,6,3,3,6,3,6,6,3,6,3,3,6,3,6,3,2,3,4,4,3,4,3,4,4,2,4,4,4,3,3,4,2,3,2,4,2,4,2,3,2,2,3,3,NA,NA,NA,NA,2,8,2,2,2,2,5,1,NA,NA,NA,NA,3,3,2,3,2,3,3,3,1,7,NA,1,1,NA,9,9,6,2,2,1,3,47,2,4,1,1,2,88,2,1,7,5,99,88,3,8,1,2,2,99,99,7,2,NA,6,NA,2,2,86,2022,5,1.23172563
"75",6,86040,5,1,9,3,1,1,8,3,3,3,3,3,2,7,3,3,6,2,2,8,2,3,3,6,3,3,3,3,3,6,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,1,4,4,3,2,3,2,3,1,3,2,2,NA,NA,2,4,NA,NA,2,1,2,2,4,1,NA,NA,NA,NA,5,1,3,3,3,3,3,3,1,4,NA,1,2,NA,9,10,7,1,1,1,3,50,2,6,1,1,3,NA,2,9,7,4,3,88,3,3,0,1,1,99,99,7,999,NA,6,NA,2,1,86,2022,5,0.63031058
"76",6,86030,5,1,13,3,26,3,8,3,3,3,2,2,3,99,3,3,3,3,3,6,3,6,6,6,6,6,3,3,6,6,2,3,2,4,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,4,1,1,2,4,2,2,5,88,NA,NA,NA,NA,NA,NA,88,3,3,3,5,1,NA,NA,NA,NA,3,1,2,3,2,3,1,3,2,NA,66,2,NA,66,10,9,7,3,3,2,4,35,2,6,2,8,1,2,3,1,4,4,77,88,2,3,1,3,2,0,1,8,3,2017,6,NA,2,1,86,2022,5,0.97011783
"77",6,86030,5,1,3,6,7,4,1,4,2,2,1,1,1,3,4,2,3,4,3,3,3,3,3,2,3,3,2,3,1,4,3,4,3,4,4,3,3,4,3,2,3,2,4,4,3,3,3,2,2,3,4,2,4,2,3,1,1,1,1,3,3,NA,NA,NA,NA,3,1,1,1,5,1,NA,NA,NA,NA,3,1,2,3,3,3,3,3,1,1,NA,1,1,NA,6,6,5,2,3,1,2,40,2,8,1,1,3,NA,3,11,8,5,99,88,4,2,2,3,3,99,99,9,9,NA,6,NA,1,1,86,2022,5,2.43274867
"78",6,86030,5,1,10,2,16,3,2,3,5,3,3,2,2,5,3,2,6,3,3,6,6,6,3,3,6,3,3,6,3,3,4,4,3,4,3,4,3,4,3,3,3,4,4,3,3,4,4,2,3,4,4,1,4,1,2,2,2,3,88,NA,NA,NA,NA,NA,NA,88,3,2,2,4,2,1,2,2,2,3,2,3,3,3,3,3,3,2,NA,88,2,NA,66,5,6,6,3,4,1,3,26,2,4,1,1,3,NA,3,1,5,10,77,88,3,3,1,4,4,99,99,7,3,2015,6,NA,2,1,86,2022,5,2.30103249
"79",19,86208,13,1,2,5,3,1,3,3,4,5,3,3,2,8,1,2,1,1,1,2,1,6,6,6,1,4,4,6,3,6,3,1,2,4,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4,2,3,2,3,2,4,1,3,5,2,NA,NA,7,6,NA,NA,1,1,1,3,5,1,NA,NA,NA,NA,5,3,3,5,5,3,3,3,1,2,NA,1,2,NA,6,10,4,3,1,1,3,36,2,7,1,2,2,2,3,2,8,11,6,88,4,4,0,NA,NA,NA,NA,99,2,NA,6,NA,2,1,86,2022,5,3.23478764
"80",9,86259,6,2,9,2,26,1,3,2,4,5,3,3,2,8,2,4,4,2,1,3,2,8,2,3,1,5,5,3,4,8,3,1,3,4,3,3,3,2,3,3,1,4,3,3,2,2,3,2,4,3,4,1,4,2,3,1,2,5,2,NA,NA,6,5,NA,NA,2,2,2,2,5,1,NA,NA,NA,NA,4,4,4,2,3,3,3,3,1,2,NA,1,2,NA,9,9,3,2,2,1,4,70,2,3,2,7,1,8,3,1,8,5,99,888,3,3,2,3,3,0,0,8,1,NA,6,NA,2,1,86,2022,5,1.406748
"81",19,86208,13,1,5,3,14,2,1,2,4,2,2,2,2,5,3,4,3,3,2,6,3,6,3,6,2,3,3,3,6,6,4,3,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,2,3,2,4,1,1,1,3,5,3,NA,NA,NA,NA,8,88,3,3,3,3,4,1,NA,NA,NA,NA,1,3,3,2,3,3,3,3,1,77,NA,1,99,NA,10,10,1,1,1,1,3,61,2,4,2,3,1,8,3,9,8,5,99,88,3,3,1,3,3,0,0,8,1,NA,6,NA,2,1,86,2022,5,1.30054362
"82",19,86173,13,1,1,2,3,3,2,4,3,3,2,2,3,5,3,2,2,3,3,6,3,6,6,6,6,3,2,3,2,6,3,4,88,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,1,2,1,2,3,3,NA,NA,NA,NA,2,9,3,3,1,1,5,1,NA,NA,NA,NA,3,4,4,3,4,3,3,3,1,1,NA,1,1,NA,10,5,3,2,1,2,2,51,2,6,1,1,3,NA,3,1,5,5,77,88,3,4,3,4,3,1,0,88,2,NA,6,NA,2,1,86,2022,5,0.64254563
"83",19,86173,13,1,17,1,10,2,3,3,4,4,3,2,3,5,8,1,4,1,1,6,3,3,6,6,3,3,3,3,4,6,4,4,4,4,4,1,3,2,3,3,4,4,4,3,3,2,3,4,4,3,3,2,4,1,2,1,3,4,3,NA,NA,NA,NA,2,5,3,3,2,2,1,1,NA,NA,NA,NA,1,3,3,4,5,3,3,3,1,9,NA,2,NA,66,10,8,5,2,2,2,2,52,2,4,1,1,2,1,3,1,8,5,77,88,1,4,2,2,2,0,0,9,1,NA,6,NA,1,1,86,2022,5,0.42836375
"84",19,86206,13,1,3,26,9,2,3,2,4,3,3,3,2,7,3,2,3,2,2,4,3,6,6,3,6,4,2,3,6,6,4,4,4,4,4,2,3,2,4,3,4,4,4,3,4,2,3,2,3,4,4,1,2,2,3,2,1,3,3,NA,NA,NA,NA,2,8,2,1,1,3,4,2,1,2,2,2,1,4,2,2,4,3,2,3,1,3,NA,1,1,NA,5,3,3,2,1,2,3,29,2,4,1,1,3,NA,3,9,8,3,1,5,1,5,3,4,1,2,1,3,1,NA,5,1,2,1,86,2022,5,0.5903916
"85",19,86227,13,1,9,6,5,2,1,3,2,4,1,2,3,3,3,1,3,3,3,2,3,2,3,6,3,2,2,3,2,6,3,3,3,3,3,3,4,2,2,3,3,88,3,3,2,3,3,3,3,2,4,1,3,1,1,2,1,3,1,2,3,NA,NA,NA,NA,3,3,2,2,4,1,NA,NA,NA,NA,2,2,2,3,4,3,3,3,1,99,NA,1,1,NA,4,4,3,3,2,1,4,67,2,2,1,1,3,NA,3,1,8,3,99,88,3,2,0,2,2,99,9,7,1,NA,8,8,2,2,86,2022,5,0.5220255
"86",19,86227,13,1,3,10,1,3,2,3,3,4,2,2,3,5,3,3,8,8,8,9,8,8,6,8,9,8,3,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,8,2,88,88,88,5,88,NA,NA,NA,NA,NA,NA,88,3,3,3,1,88,NA,NA,NA,NA,2,3,4,3,2,3,3,3,2,NA,66,2,NA,88,88,5,1,88,88,1,4,80,2,1,2,7,1,7,3,1,8,88,99,88,1,3,1,4,4,99,99,5,1,NA,6,NA,2,3,86,2022,5,0.78303826
"87",19,86227,13,1,6,1,14,2,8,3,3,3,2,3,3,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,4,2,4,1,88,1,88,4,3,NA,NA,NA,NA,2,88,1,3,3,3,2,1,NA,NA,NA,NA,2,2,3,4,8,3,3,3,2,NA,66,2,NA,66,5,5,1,2,2,2,4,65,2,2,2,7,1,1,3,2,1,4,77,88,2,2,4,9,6,1,2,99,2,NA,6,NA,2,2,86,2022,5,1.44231621
"88",19,86227,13,1,3,10,8,3,2,4,4,3,2,2,2,99,3,3,3,3,2,3,3,2,2,3,3,2,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,8,1,99,1,3,3,2,NA,NA,5,88,NA,NA,1,2,2,2,4,1,NA,NA,NA,NA,1,3,4,4,4,3,3,3,1,99,NA,1,99,NA,4,6,4,2,1,2,3,43,2,8,1,1,1,1,2,1,2,4,99,88,3,3,2,5,3,2,99,99,1,NA,6,NA,2,1,86,2022,5,1.16487753
"89",19,86227,13,1,6,13,11,2,2,2,8,8,2,2,1,5,4,2,3,3,6,6,6,6,6,6,3,6,3,6,6,6,2,3,3,4,3,2,3,3,3,3,3,88,3,3,2,2,3,3,88,2,3,1,1,2,4,1,88,88,88,NA,NA,NA,NA,NA,NA,88,3,3,3,1,88,NA,NA,NA,NA,88,4,4,4,4,3,3,3,2,NA,88,2,NA,88,8,5,5,2,1,1,4,30,2,4,1,1,1,1,3,1,2,3,77,88,3,3,1,3,2,1,99,9,3,2016,6,NA,2,1,86,2022,5,1.29828639
"90",19,86227,13,1,1,11,14,4,8,2,3,4,2,3,1,3,4,2,3,2,3,6,3,4,3,6,3,1,2,6,3,2,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,4,2,1,2,3,1,88,88,88,NA,NA,NA,NA,NA,NA,88,3,2,3,1,1,NA,NA,NA,NA,1,2,2,4,4,3,3,3,1,1,NA,1,1,NA,3,4,1,3,3,2,3,69,2,1,2,7,1,1,3,1,4,3,88,88,2,2,3,2,2,99,99,6,1,NA,6,NA,2,2,86,2022,5,0.48077207
"91",9,86259,6,2,3,1,10,3,1,3,2,4,3,3,1,2,5,4,4,4,4,4,4,4,2,4,4,4,2,4,4,9,1,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2,3,2,3,2,4,1,1,2,3,1,1,3,1,2,3,NA,NA,NA,NA,3,3,2,2,2,1,NA,NA,NA,NA,2,2,2,2,2,4,3,3,1,3,NA,1,1,NA,9,9,4,1,2,2,4,73,2,2,2,7,1,7,3,1,3,3,88,88,3,3,5,2,2,0,0,6,1,NA,6,NA,1,3,86,2022,5,0.82195901
"92",19,86131,13,1,5,10,3,2,2,3,3,3,2,2,2,99,3,3,6,8,8,6,6,8,3,8,3,3,2,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,8,1,88,1,1,3,1,3,88,NA,NA,NA,NA,2,3,2,2,3,1,NA,NA,NA,NA,2,2,2,3,5,3,3,3,1,1,NA,1,1,NA,5,7,5,2,2,2,4,57,2,2,1,2,3,NA,3,1,8,2,88,88,2,2,1,1,1,1,99,99,3,1998,6,NA,2,1,86,2022,5,0.21206538
